xAcc,yAcc,zAcc,xGyro,yGyro,zGyro,label
-0.13,0.25,0.81,13.24,22.77,11.84,2
-0.1,0.25,0.89,22.46,-15.69,-2.56,2
-0.11,0.25,0.82,-0.06,22.89,4.64,2
-0.09,0.25,0.89,-7.51,-10.01,-5.68,2
0.06,0.25,1.33,-8.61,19.59,11.05,2
-0.1,0.25,0.87,5,-5.8,-12.39,2
-0.01,0.25,1.12,3.17,-0.18,-2.26,2
0.12,0.25,1.2,-31.86,-4.64,6.59,2
-0.07,0.25,0.9,6.35,-11.66,-1.65,2
-0.02,0.25,1.01,-21,-0.12,-0.98,2
-0.16,0.25,1.25,40.53,-15.14,-0.67,2
-0.05,0.25,0.98,-10.8,29.91,4.03,2
-0.11,0.25,0.91,10.38,-16.97,-18.49,2
-0.05,0.19,0.82,-1.22,17.03,1.46,2
0.01,0.25,1.06,-18.98,-16.36,0.67,2
-0.17,0.25,0.64,-1.77,-2.75,-0.67,2
-0.08,0.25,1.1,-21.42,-13.85,7.81,2
-0.09,0.25,0.99,-16.24,-26.61,-4.03,2
-0.13,0.25,0.87,-2.87,-20.08,-7.14,2
-0.12,0.25,0.76,0.67,-7.69,2.14,2
0.02,0.25,1.19,-10.68,38.88,3.85,2
-0.04,0.25,1.15,-29.24,-17.82,3.36,2
-0.12,0.25,0.92,0.67,-16.36,-2.01,2
-0.15,0.25,0.83,3.6,-15.08,-2.93,2
-0.15,0.25,0.72,9.03,-7.39,3.97,2
-0.14,0.25,0.67,-8.36,-7.08,-3.91,2
-0.09,0.25,0.86,-9.52,22.09,-12.21,2
0.01,0.25,1.46,18.8,6.47,19.65,2
0.01,0.25,1,0.49,63.66,6.16,2
0,0.11,1.12,2.99,54.08,-5.55,2
0,0.23,1.21,-30.94,31.43,-6.29,2
-0.04,-0.03,0.98,-4.64,40.04,0.31,2
-0.07,0.03,1.03,-15.69,43.15,-2.81,2
0.09,0.02,1.2,-14.83,53.71,5.8,2
0.21,0.35,1.31,-21.55,32.65,7.26,2
-0.16,-0.08,0.81,13.18,-15.2,4.03,2
-0.17,-0.03,0.67,0.98,-3.36,-4.21,2
-0.18,-0.03,0.67,-0.06,-8.18,-2.56,2
-0.11,0,0.83,0.06,27.1,-0.55,2
-0.11,-0.22,1.13,13.43,-8.67,1.16,2
0.19,0.05,1.22,-3.66,28.63,18.86,2
-0.06,-0.02,1.09,-3.48,-17.03,1.4,2
-0.03,0.12,1.14,-19.04,-22.89,-1.4,2
-0.14,-0.03,0.71,1.22,25.51,-1.04,2
-0.07,0.01,0.93,-3.11,42.54,0.24,2
-0.01,0.06,1.07,-26.49,-15.38,-2.08,2
-0.17,-0.3,1.25,90.7,-9.89,5.43,2
-0.12,-0.04,0.76,3.54,38.45,-1.59,2
-0.18,-0.02,0.68,0.85,-2.81,-0.06,2
0.04,0.05,1.21,-12.63,30.09,-1.4,2
-0.07,0.08,1.03,4.88,-24.84,1.77,2
-0.06,0.13,1.06,-0.43,-26.25,-3.78,2
-0.03,0.13,1.08,-8.79,-25.15,2.38,2
-0.15,0.02,0.76,0.61,-5.55,-3.78,2
-0.07,-0.09,1.04,-11.96,-0.18,12.82,2
-0.07,0.08,0.96,-1.4,-24.66,-3.11,2
-0.15,-0.01,0.8,-2.44,-12.45,-0.31,2
-0.01,-0.03,1.32,-40.1,7.75,19.65,2
0.02,0.1,1,-48.1,-15.32,-1.77,2
-0.14,0.04,0.81,11.54,-11.41,-2.08,2
-0.18,-0.06,0.69,5.86,-11.17,0.24,2
-0.13,-0.01,0.83,21.06,-19.29,-2.01,2
-0.14,0.07,0.82,13.61,-22.28,-1.22,2
-0.19,-0.07,0.66,-4.27,-7.69,-14.34,2
-0.19,-0.04,0.71,-8,-9.28,3.23,2
-0.17,-0.01,0.69,-0.49,-0.73,2.14,2
-0.15,0.03,0.73,-7.14,9.58,-0.79,2
-0.04,0.18,0.94,-2.62,29.11,1.71,2
-0.06,0.1,0.86,-14.53,23.01,-2.5,2
0.08,0.26,1.39,45.72,20.26,12.33,2
0.16,0.42,1.4,47.3,-8.97,18.68,2
-0.06,0.19,1.06,-10.25,-16.66,5,2
-0.07,0.14,0.96,-31.13,-15.75,-9.46,2
-0.1,0.15,0.87,11.47,-9.95,-13.06,2
-0.08,0.29,0.79,-0.73,8.12,4.33,2
-0.06,0.34,0.85,3.05,19.65,10.99,2
-0.05,0.09,0.99,-31.07,-2.26,-3.66,2
-0.1,0.31,0.81,-8.48,-10.31,-13.06,2
-0.12,0.41,0.85,-12.51,1.1,-5.74,2
-0.1,0.02,1.01,4.82,-3.72,0.55,2
-0.11,0.22,0.92,-8.54,-24.78,-22.83,2
-0.08,0.29,0.97,-18.62,-26.37,-24.78,2
-0.06,0.33,0.97,-29.79,-20.69,-22.03,2
-0.1,0.33,0.84,-6.96,-12.82,-15.26,2
-0.1,0.38,0.83,-9.4,-3.48,-9.4,2
-0.08,0.38,0.79,-2.93,13.43,4.82,2
-0.07,0.26,0.97,8.97,27.47,27.16,2
-0.09,-0.13,1.03,-5.13,-6.59,-4.76,2
-0.07,0.37,0.86,-11.35,-10.74,-11.96,2
-0.06,0.25,0.88,9.52,25.7,23.56,2
-0.06,0.24,1.15,18.19,31.56,37.11,2
-0.07,-0.17,1.01,-9.89,-9.03,-1.77,2
-0.04,0.08,1,-46.75,-14.47,-15.69,2
-0.05,0.06,1.03,-22.52,-10.25,-8.48,2
-0.06,0.27,0.95,-21.36,-25.27,-27.16,2
-0.08,0.35,0.84,-6.53,-18.01,-19.04,2
-0.06,0.43,0.81,-11.66,-9.89,-11.05,2
-0.08,0.48,0.81,-11.35,3.48,-1.46,2
-0.04,0.42,0.78,-8.73,-2.69,-10.31,2
-0.04,0.46,0.8,-14.34,-1.04,-14.77,2
-0.08,0.45,0.82,-17.21,-6.04,-6.9,2
-0.05,0.45,0.79,-1.53,10.93,7.93,2
-0.07,0.18,0.99,3.72,24.23,31.86,2
0.08,0.27,0.88,-21.06,38.7,15.08,2
0.15,0.14,1.17,4.64,27.4,30.4,2
0.03,-0.05,1.12,-57.5,-11.47,-4.76,2
0.03,0.2,0.97,-40.47,-17.64,-22.4,2
-0.02,0.32,0.87,-7.2,-15.69,-16.05,2
-0.06,0.26,0.91,-8,-27.28,-28.5,2
-0.03,0.27,0.93,-12.02,-30.15,-31.07,2
-0.05,0.28,0.9,-3.23,-29.72,-32.1,2
-0.11,0.28,0.86,-0.92,-21.61,-13.37,2
-0.03,0.14,0.99,-30.88,-16.17,-31.92,2
-0.02,-0.02,1.03,-23.19,-15.75,-14.95,2
0,-0.05,1.19,24.41,23.01,24.48,2
-0.02,0.35,0.89,-6.47,15.26,15.08,2
-0.02,0.39,0.83,-17.88,-7.2,-7.81,2
-0.04,0.36,0.85,-14.95,-7.63,-8.06,2
-0.06,0.4,0.81,-21.42,-12.51,-15.44,2
-0.07,0.29,0.9,-13,-22.09,-28.44,2
-0.01,0.21,0.88,-3.66,-22.03,-32.47,2
-0.05,0.38,0.84,-20.51,-21.73,-24.05,2
-0.04,0.4,0.84,-18.07,-13.67,-13.31,2
-0.07,0.4,0.82,-19.71,-17.21,-17.88,2
-0.06,0.37,0.97,2.32,21.48,24.35,2
-0.05,0.33,0.91,2.08,22.16,22.83,2
-0.05,0.43,0.8,0,9.7,14.59,2
-0.05,0.23,1.01,8.97,33.39,33.81,2
-0.02,0.05,1.06,26,36.19,44.8,2
-0.03,0.26,0.92,10.38,27.22,34.73,2
-0.01,0.07,1.05,23.01,38.02,45.84,2
0.09,-0.05,1.28,53.96,24.84,31.56,2
0.02,0.08,1.25,29.79,33.57,39.06,2
-0.02,0.12,1.03,13.85,36.44,37.11,2
-0.04,0.39,0.83,-5.31,8.97,8.91,2
-0.07,-0.39,1.02,54.87,-3.23,8.24,2
-0.05,0.34,0.87,7.51,42.6,40.83,2
-0.04,0.44,0.86,-15.01,-13.79,-16.97,2
-0.05,0.29,0.89,-13.61,-22.4,-27.34,2
-0.05,0.32,0.89,-16.05,-23.99,-26.37,2
-0.08,0.21,0.99,-19.9,-26.12,-33.94,2
-0.02,0.05,1.08,4.76,40.04,32.47,2
-0.03,0.45,0.87,1.46,7.14,12.82,2
-0.03,0.33,0.9,-12.02,-13.92,-15.69,2
0.01,-0.18,1.11,31.68,8.67,8.73,2
-0.04,0.52,0.83,-3.72,-3.54,-1.04,2
-0.03,-0.01,1.03,-17.58,-13.06,-16.66,2
-0.06,0.29,0.92,2.93,19.1,18.31,2
-0.04,0.31,0.92,0.73,-12.82,-20.94,2
-0.02,-0.25,0.94,8.06,-5.98,-6.77,2
-0.04,0.44,0.84,-5.37,10.19,15.63,2
-0.07,0.25,0.91,-10.93,-18.68,-21.61,2
-0.02,0.04,1.07,26.31,21.73,19.41,2
-0.05,0.46,0.83,1.04,9.46,6.1,2
-0.05,0.28,0.94,-4.27,-24.11,-23.5,2
-0.04,-0.3,0.96,55.05,-4.58,-1.28,2
-0.04,0.16,1.16,20.26,41.99,40.47,2
0.06,0.2,0.9,-3.48,-1.22,-12.08,2
0.13,0.31,0.95,-70.25,-35.71,-22.58,2
0.06,0.25,0.97,-101.2,-27.65,-19.47,2
0.02,0.21,0.93,-50.17,-39.98,-35.34,2
0.06,0.18,0.95,20.39,69.34,59.2,2
0.16,0.1,0.99,-62.93,-23.25,-20.57,2
0.06,0.4,0.87,1.65,25.88,30.76,2
-0.04,0.12,0.99,-61.89,-16.11,-32.96,2
-0.04,0.43,0.82,-8.12,6.96,11.47,2
-0.02,0.24,0.97,-21.85,-24.96,-32.29,2
-0.03,0.1,1.02,-49.93,-39.98,-26.37,2
-0.07,0.18,0.9,-5.25,-26.98,-27.34,2
-0.05,-0.18,1.01,-45.78,-31.49,-29.42,2
-0.16,0.25,1.05,3.42,35.03,37.05,2
-0.14,0.5,0.8,-5.13,-4.88,-10.5,2
-0.1,0.14,1,-52,-22.95,-26.37,2
-0.09,0.02,1.05,-39.79,-30.15,-32.78,2
-0.06,-0.03,1.08,9.03,32.23,28.5,2
-0.13,0.35,0.88,-0.92,24.11,40.28,2
-0.13,0.56,0.79,-2.38,8.79,6.53,2
-0.09,0.39,0.89,4.15,-21.48,-25.88,2
-0.07,0.19,0.98,-32.47,-28.2,-23.86,2
-0.05,-0.16,1.17,72.39,14.89,17.82,2
-0.13,0.18,1.03,5.13,32.84,39.37,2
-0.17,0.57,0.81,-3.11,-0.12,2.69,2
-0.15,0.46,0.83,2.08,13.49,25.51,2
-0.05,-0.07,1.12,14.34,-1.77,2.5,2
-0.06,-0.28,1,27.65,-6.35,12.94,2
-0.05,0.24,1.14,51.39,7.81,13.85,2
-0.17,0.25,0.86,-0.85,-18.25,-19.35,2
-0.17,0.21,0.8,-4.58,-8.12,-2.08,2
-0.17,0.21,0.86,3.17,-11.05,-10.68,2
-0.06,0.07,0.97,-44.01,-15.38,-8.18,2
-0.16,0.42,0.81,2.75,22.34,20.69,2
-0.06,0.26,0.87,-37.6,-11.6,-4.82,2
-0.17,0.62,0.71,-14.59,14.77,2.62,2
-0.09,0.26,0.83,-30.58,-10.07,-5.92,2
-0.13,0.63,0.74,-14.53,11.41,1.34,2
-0.11,0.12,1.13,67.57,11.6,19.23,2
-0.05,0.48,1.04,3.72,6.9,5.07,2
0.07,0.42,1.05,2.93,29.36,36.74,2
-0.07,0.44,0.9,-33.63,-15.26,-8.48,2
-0.08,0.01,1.03,32.29,2.69,20.14,2
-0.13,0.56,0.75,-5.19,12.02,-0.55,2
-0.06,0.01,0.86,-43.09,-14.04,-1.65,2
-0.02,0.49,1.01,-11.84,14.28,18.55,2
-0.09,0.37,0.88,-14.95,-22.28,-18.13,2
-0.03,0.56,0.85,-9.46,24.9,16.17,2
-0.01,0.41,0.91,11.54,1.04,-2.62,2
-0.09,0.4,0.87,-49.8,-27.16,-9.46,2
-0.15,0.49,0.74,11.6,3.85,-8.06,2
-0.06,0.3,1.05,60.67,23.74,30.27,2
-0.07,-0.01,0.94,-53.65,-18.31,-8.73,2
-0.06,-0.33,0.95,19.35,-2.56,2.26,2
-0.08,-0.27,0.98,13.49,-11.17,-6.04,2
-0.12,0.52,0.82,19.84,-21.42,-25.45,2
-0.1,0.23,0.97,6.53,47.91,34.79,2
-0.06,-0.28,1.09,55.54,-0.12,3.91,2
-0.14,0.56,0.79,13.06,-18.31,-19.96,2
-0.1,0.34,1.02,12.08,28.93,28.63,2
-0.04,0.05,1.35,30.15,23.74,33.26,2
-0.09,0.11,0.92,-67.02,-14.83,-11.66,2
-0.1,0.56,0.83,-0.85,-25.02,-17.4,2
-0.12,0.54,0.81,-5.49,9.28,3.11,2
-0.11,0.36,0.92,1.89,26.98,27.89,2
-0.1,0.18,1.09,3.3,31.13,38.15,2
-0.14,0.51,0.78,-4.15,22.28,23.74,2
-0.13,0.5,0.75,-9.03,16.97,14.89,2
-0.11,0.59,0.78,1.1,7.93,7.69,2
-0.1,0.52,0.76,13.18,-9.03,-20.75,2
-0.08,0.56,0.79,-2.44,-14.22,-20.75,2
-0.1,0.44,0.79,10.8,-12.02,-18.55,2
-0.09,0.33,0.85,17.09,-9.03,-23.44,2
-0.07,0.48,0.84,0.43,3.97,-1.95,2
-0.09,0.47,0.86,-3.66,12.33,13.85,2
-0.09,0.44,0.86,-3.72,19.9,19.53,2
-0.11,0.59,0.81,3.48,-1.65,-9.77,2
-0.09,0.52,0.86,-9.77,3.3,2.87,2
-0.13,0.45,0.8,9.95,-0.06,-4.76,2
-0.1,0.48,0.82,-12.02,8.67,6.65,2
-0.05,0.19,1,-4.58,19.04,31.07,2
-0.04,0.15,0.97,-3.36,2.69,-20.08,2
-0.04,0.26,0.89,10.62,-17.64,-33.63,2
0,0.06,1.03,-3.23,-21.55,-26.06,2
-0.02,0.35,0.88,-2.14,13.67,15.93,2
0.01,0.3,0.92,-6.53,21.36,30.33,2
0.01,0.24,0.94,3.3,22.03,22.16,2
-0.06,0.35,0.92,-5,22.89,29.11,2
-0.04,0.32,0.87,-37.6,28.81,29.36,2
0.07,0.03,1.05,-9.46,32.04,36.19,2
-0.04,-0.07,1.02,-6.35,36.07,47.49,2
-0.04,-0.13,1.1,7.45,-1.95,15.87,2
-0.03,-0.44,1.02,43.4,-14.4,2.56,2
-0.08,0.07,1.04,-3.48,36.44,50.05,2
-0.07,0.12,1.01,0.18,34.79,52.67,2
-0.09,0.48,0.82,-2.99,22.46,23.68,2
-0.09,0.5,0.84,-8,23.44,18.86,2
-0.1,0.54,0.83,-5.49,15.56,11.66,2
-0.08,0.48,0.88,-1.28,19.59,21.91,2
-0.09,0.5,0.83,-5.37,-1.65,-5.8,2
-0.09,0.49,0.84,-0.12,-23.8,-35.4,2
-0.1,0.22,1.02,-39.18,-30.21,-28.2,2
-0.12,0.18,0.82,0.31,26.12,-0.73,2
-0.08,0.17,1.16,-27.16,44.74,9.77,2
-0.13,0.18,1.06,-5.43,36.01,18.43,2
-0.14,0.09,1.09,12.63,5.49,22.09,2
-0.12,0.09,1.02,-0.92,-25.15,-19.29,2
-0.13,0.1,1,-22.22,-13.24,-9.09,2
-0.12,0.36,0.84,-10.31,28.81,19.17,2
-0.13,0.29,0.79,-11.84,-0.31,-10.25,2
-0.13,0.22,0.92,-13.12,-26.37,-19.35,2
-0.1,-0.1,1.11,11.6,3.85,11.72,2
-0.12,0.26,1.02,3.11,31.68,37.11,2
-0.07,0.42,0.91,-1.34,18.01,18.8,2
-0.15,0.48,0.73,-15.32,8.48,4.46,2
-0.11,0.15,1.26,20.94,12.82,39.98,2
-0.13,0.27,0.96,10.07,26.12,18.43,2
-0.09,0.37,0.94,-3.91,31.25,24.72,2
-0.12,0.45,0.86,-5.19,8,10.01,2
-0.18,0.19,0.98,-1.53,-6.59,-3.72,2
-0.19,0.46,0.78,-0.79,17.7,7.26,2
-0.11,0.5,0.83,-21.48,16.85,1.28,2
-0.13,0.48,0.71,-10.13,-1.1,1.04,2
-0.13,0.41,0.78,-7.75,-10.74,-8.42,2
-0.14,0.28,0.87,0.73,-26.31,-19.29,2
-0.11,0.2,0.96,1.28,-5.62,-2.56,2
-0.12,0.23,0.94,-1.4,-13,-8.91,2
-0.13,0.31,0.76,3.11,-11.35,-15.32,2
-0.13,0.28,0.87,10.62,-21.06,-19.1,2
-0.2,0.55,0.73,8.54,6.04,3.17,2
-0.1,-0.11,0.98,3.72,-16.6,-15.99,2
-0.08,0.15,1.02,-43.27,-11.84,-4.64,2
-0.04,-0.38,1.06,54.2,-7.51,3.48,2
-0.03,-0.11,1.1,30.88,-3.85,5.31,2
-0.11,0.26,0.82,-3.17,0.18,-10.01,2
0.01,-0.12,1.26,31.68,-10.56,12.57,2
-0.08,0.16,1,-31.98,-17.46,-14.89,2
-0.09,0.22,0.94,-0.06,34,41.44,2
-0.09,0.37,0.9,-0.67,-2.2,-11.11,2
-0.09,0.15,0.98,1.95,1.16,-0.18,2
-0.08,0.16,0.98,0.98,1.1,2.32,2
-0.12,0.37,1.12,-4.88,-36.19,0.31,2
0.18,-0.03,1.25,36.68,20.39,-12.51,2
0.08,0.02,0.79,17.46,33.39,-9.89,2
0.01,0.14,0.98,0.31,1.59,-4.82,2
0.13,0.12,0.74,-2.75,6.59,2.87,2
0,0.1,0.98,0,1.1,-0.98,2
-0.01,0.09,0.94,2.08,13.24,-2.56,2
-0.08,0.19,0.99,-6.16,5.31,-4.03,2
-0.09,0.21,0.99,-8.24,1.28,-3.42,2
-0.08,0.15,1,-2.38,0.79,-0.31,2
-0.04,0.23,1.2,4.33,16.05,-5.25,2
-0.01,0.13,0.98,-6.59,-10.86,-1.83,2
0.14,0.13,0.69,10.74,-22.71,8.3,2
-0.03,0.19,0.85,3.54,-39.55,17.88,2
-0.39,0.63,1.38,-29.54,-32.23,4.39,2
0.19,0.11,0.99,69.52,20.87,-20.87,2
0.07,0.06,0.8,6.35,23.32,1.16,2
0.06,0.13,0.91,-19.47,-7.69,-0.55,2
0.03,0.11,0.79,-1.28,3.11,-2.2,2
-0.02,0.11,0.99,-11.35,-0.43,5.07,2
0.02,0.07,0.99,5.19,-0.31,1.46,2
-0.06,0.06,1.02,-5.74,13.98,3.36,2
-0.13,0.13,1.02,-9.28,3.3,0.49,2
-0.03,0.01,0.98,-19.78,11.05,-8.91,2
-0.1,0.38,0.98,-45.29,12.57,15.87,2
0.09,0.06,0.93,13.85,21.55,2.81,2
0,0.1,1.03,-14.65,19.78,-2.14,2
0.09,0.03,0.75,23.93,-37.05,1.22,2
0.07,0.09,0.8,-13.31,8.73,5.98,2
0.07,0,0.9,-4.09,32.29,0.49,2
-0.06,-0.05,1,0.85,-1.89,-2.14,2
0.03,-0.01,0.95,-6.35,10.13,2.75,2
0.04,0.11,1.08,14.4,3.36,0.06,2
0.03,-0.02,1.15,7.2,6.65,1.28,2
0.08,0.03,0.78,-3.72,-38.21,3.36,2
0,0,1.03,-3.78,22.52,0.24,2
-0.25,-0.08,1.17,15.93,-51.33,-1.16,2
0.08,0.03,0.76,-4.09,-10.01,-1.53,2
-0.07,0.04,1.03,10.07,8.73,0.98,2
0.08,-0.12,1.08,37.17,22.58,-3.54,2
0.07,0.05,0.79,10.86,5.37,2.87,2
0.02,-0.02,0.95,-5.19,3.54,0.85,2
-0.01,0.11,0.84,10.5,-23.62,6.71,2
-0.06,0.08,1.02,-4.64,5.8,-2.08,2
0.08,-0.12,1,20.63,14.65,1.71,2
0,0.08,0.85,9.34,-8.61,0,2
-0.05,0,0.97,-12.27,-0.85,1.59,2
0.03,0.09,0.8,-6.77,0.24,1.53,2
-0.11,0.1,1.06,-13.49,1.1,3.6,2
0.04,0.07,0.81,-6.04,0.79,0.85,2
-0.07,0.11,1,9.77,-26,4.46,2
-0.08,0.08,1.11,1.53,2.99,-0.85,2
0.14,0.03,0.72,2.14,5.49,3.11,2
-0.07,0.04,1.06,6.71,16.91,-5.07,2
-0.08,0.08,1.11,6.04,9.46,1.83,2
0.05,0.04,0.82,6.1,-7.51,3.6,2
0.02,0.09,1.19,21.24,16.3,-1.89,2
0.02,0.09,0.84,0.49,-7.81,0.73,2
-0.02,0.02,1.03,-17.76,-2.26,6.71,2
-0.03,0.13,0.92,9.4,-10.19,-10.01,2
0,0.08,1.01,-2.01,22.89,3.91,2
0.01,-0.03,1.06,-3.42,4.27,1.59,2
-0.05,0.02,1,-10.38,1.4,0.24,2
-0.02,0.01,1,1.77,4.94,-2.14,2
0.02,0.02,0.88,1.1,-5.92,-0.61,2
-0.01,0.03,1.02,-2.08,11.66,-0.31,2
-0.11,0.11,1.17,3.78,-12.63,3.54,2
0.03,0,1.01,-3.6,13.43,0.85,2
-0.05,0.09,1.15,6.9,0.43,0.73,2
0.03,0.05,0.95,-3.6,10.68,-0.55,2
-0.16,0.09,1.33,0.98,-15.93,2.56,2
0.07,0.06,0.82,-4.27,6.29,-0.37,2
-0.03,0.04,0.99,-23.99,-2.62,-0.31,2
-0.02,0.06,1.03,-0.31,16.97,8.61,2
0.08,0.01,0.86,13.24,19.23,-1.65,2
-0.14,0.09,1.2,9.09,-9.34,1.04,2
0.07,0.08,0.87,-6.71,7.02,-1.04,2
0.03,-0.02,0.96,-9.7,-1.53,0.79,2
0.03,0.1,0.91,-3.91,18.01,1.83,2
0,0.01,1.03,-8.18,-5,13.85,2
-0.01,0.12,0.95,-21,21.24,-3.66,2
0.02,-0.16,1.16,11.23,5.55,1.53,2
0.02,0.07,0.92,-19.35,19.1,-1.4,2
0.02,0.04,0.9,7.57,6.59,-0.79,2
0.07,0.04,0.88,-8.85,4.7,3.42,2
-0.04,0.02,0.98,18.01,-22.71,-2.32,2
0.01,-0.06,1.02,-6.53,-0.18,-1.16,2
-0.02,0.07,1.04,-16.11,2.69,5.68,2
0.08,-0.02,0.92,-3.36,16.42,-2.2,2
0.15,0.05,0.77,-10.5,11.54,2.81,2
-0.01,0.13,0.95,21.36,-21.18,-3.23,2
-0.04,0.03,1.02,-3.23,4.15,4.03,2
-0.02,0.09,0.93,-3.42,11.6,-1.77,2
0.01,0.16,0.82,17.27,3.3,-0.67,2
-0.06,0.22,0.89,11.54,-26.98,0.24,2
0,0.1,0.95,18.37,-25.09,-1.22,2
-0.02,0.03,1.05,7.32,3.91,0.06,2
-0.01,0.06,1.13,7.39,11.84,-2.26,2
-0.03,0.05,1.05,-18.01,-0.98,2.38,2
0.01,0.05,0.98,2.87,10.99,-2.26,2
-0.01,0.09,1,-3.72,17.76,-2.14,2
-0.25,0.29,1.19,20.57,-13.18,1.89,2
-0.02,0.07,1.01,-15.87,-1.65,-0.31,2
0.01,0.1,1.2,0.24,4.33,3.36,2
-0.17,0.19,1.32,24.54,-14.22,-2.56,2
-0.06,0.1,1.02,-26.31,-7.14,-3.23,2
0.05,0.15,0.73,6.9,3.54,-1.16,2
0.15,-0.07,1.07,37.29,21.3,-2.2,2
-0.05,0.1,1.02,-37.23,-3.42,9.34,2
0.02,0.14,0.96,-2.69,16.6,9.58,2
-0.01,0.28,0.73,-4.09,-11.41,0.61,2
-0.04,0.02,1.28,53.34,17.09,-2.32,2
-0.07,0.07,1.04,-39.12,-3.78,14.1,2
-0.05,0.01,1.04,-19.96,-3.54,5.8,2
-0.05,0.11,1.06,1.65,7.26,-3.42,2
-0.02,0.04,1.01,-7.75,0.37,10.01,2
-0.02,0.03,0.99,-45.47,-15.44,1.16,2
-0.05,0.02,1.01,-29.48,-9.03,-21,2
-0.05,0.05,1.05,-10.19,19.1,2.08,2
0.04,0.06,0.94,-25.02,5.92,13.06,2
0.01,0.04,1.01,-4.27,3.78,-0.79,2
0.05,0.06,0.93,10.25,-10.13,-1.04,2
0.03,0,1.03,-21.91,3.48,4.64,2
0.03,0.06,0.95,-0.06,21,0.85,2
0.06,0.05,0.93,9.09,-13.43,2.08,2
0,0.07,1.04,1.1,10.62,1.04,2
0.05,0.03,1.27,17.4,2.62,0,2
0.02,0.03,1.04,-12.76,0.79,0.18,2
0.09,0.1,0.88,-10.38,8.61,0.55,2
-0.01,0.08,0.98,-8,10.07,4.33,2
0.07,0.08,0.88,2.5,-10.8,-1.34,2
0.09,0.09,0.82,14.59,-11.47,-1.04,2
0.01,0.04,1.05,6.96,-10.8,-1.22,2
0.02,0.05,1.07,-6.41,8.24,11.05,2
0.03,0.19,0.85,-2.93,-13.31,0.37,2
0.06,-0.07,1.06,-22.83,-2.44,5.74,2
0.03,0.03,1.04,-3.23,15.08,9.09,2
-0.01,0.13,0.94,-9.7,11.11,14.65,2
0.06,-0.12,1.07,-6.96,5.25,6.1,2
0.14,-0.36,1.04,-21.79,3.23,-1.65,2
0.03,-0.04,1.04,-2.69,2.81,3.54,2
0,0.04,1.04,-3.66,10.13,3.6,2
0.04,0.03,0.94,-15.38,12.33,2.56,2
0.03,0.11,0.92,15.63,-21,-12.63,2
0.01,0.05,0.97,-4.33,9.34,9.22,2
0.07,0,0.91,-6.47,21.61,-2.38,2
0.09,0.03,0.87,-8.67,22.64,7.63,2
0.04,-0.05,0.99,-2.69,13.31,9.34,2
0.04,0.04,0.92,-9.89,9.58,3.54,2
0.12,0.01,0.84,-10.99,18.92,-2.26,2
0,0.04,0.99,-13.24,17.52,-0.24,2
0.01,0.01,1.1,-6.53,8.24,-2.69,2
0.02,0.08,0.99,-6.71,11.41,15.63,2
0.03,0.07,0.96,-0.61,10.44,9.22,2
0.11,-0.14,1,-13.18,0.24,7.93,2
0,0,1.19,7.51,-15.93,0.73,2
-0.2,0.17,1.36,8,-13.37,0.73,2
0.01,-0.01,1,12.82,-8.42,-7.81,2
-0.02,-0.02,1,-21.79,5.13,3.6,2
0.01,0.16,0.89,7.2,-22.58,-8.79,2
0.01,-0.04,0.99,-24.41,-3.05,13.12,2
0,0.11,0.92,-5.74,7.14,6.77,2
0.02,0,1.04,-18.55,1.22,19.84,2
0.05,0.09,0.9,-7.26,8.3,12.57,2
0,0.17,0.84,0.67,-5.31,-0.73,2
0.1,-0.14,1.16,17.52,-5.07,-13.73,2
0.03,0.06,1,-3.17,9.7,4.64,2
0.06,0.1,0.9,-3.05,2.75,6.35,2
0.05,-0.03,1.14,32.84,-16.05,-26,2
0.03,0.08,0.96,-0.24,11.29,2.81,2
0.03,0.16,0.91,9.77,-13.85,-15.32,2
0.01,0.01,1,-19.41,0.73,17.09,2
0.03,0.1,0.89,-8,8.61,4.88,2
0,0.08,1.02,-21.91,3.85,21,2
0.03,0.04,1.08,15.93,-13.67,-23.25,2
0.01,0.09,0.91,0.49,4.52,3.11,2
0.01,0.05,1,-11.54,5.25,14.71,2
0.02,0.07,0.96,15.5,-11.35,-31.01,2
0.11,-0.2,1.05,-13.06,5.07,9.09,2
-0.03,0.15,0.94,10.07,-9.7,-22.83,2
0.03,0,0.96,-5.86,13.24,19.65,2
0.06,0.05,0.85,0,9.58,-3.23,2
0.06,0.09,0.92,8.12,-22.03,2.08,2
0.06,0.17,0.78,-4.46,0.73,8.36,2
0.07,0.06,0.82,-9.4,9.46,2.5,2
0.09,0.07,0.81,4.46,-1.46,0.12,2
0.04,0.03,0.97,15.69,-26,-5.19,2
-0.02,0.08,1.06,13.98,-18.07,-10.86,2
0.04,0.11,0.78,-7.57,6.23,6.1,2
0.02,-0.04,0.97,-16.6,11.05,7.93,2
0,-0.07,0.98,-17.82,0.31,5.92,2
-0.01,0.18,0.84,8.18,-19.65,-6.16,2
0.04,0.04,0.9,-12.94,15.01,9.52,2
0.06,-0.11,1.11,16.05,-17.4,-12.39,2
0.03,-0.03,1.03,-6.23,1.65,7.02,2
0,0.12,0.89,8.73,-25.45,-9.03,2
0.04,-0.01,0.98,-8.85,16.11,5.31,2
0.05,-0.06,1.12,16.54,-9.77,-15.38,2
0.03,0.09,0.88,26.98,-56.95,-10.25,2
0.11,0.15,0.75,-1.59,2.62,-1.89,2
